nodenumber,    x-coordinate,    y-coordinate,    z-coordinate
      1256, 2.163328975E-02, 9.738130611E-04,-2.246076037E-04
      1257, 2.195241116E-02, 9.854909731E-04,-2.232425468E-04
      1258, 2.066406235E-02,-9.884856408E-04,-2.220415481E-04
      1259, 2.068043500E-02, 9.876026306E-04,-2.221250616E-04
      1260, 2.228245698E-02, 1.005609520E-03,-2.204094199E-04
      1261, 2.695598453E-02, 1.901297597E-03,-2.185191988E-04
      1262, 2.261178754E-02, 1.033165609E-03,-2.172607346E-04
      1263, 2.098573931E-02,-9.765300783E-04,-2.171174710E-04
      1264, 3.293470293E-02,-2.490608487E-03,-2.164944453E-04
      1265, 2.324248850E-02,-1.104105148E-03,-2.164754260E-04
      1266, 2.294879593E-02, 1.068176236E-03,-2.161516750E-04
      1267, 1.006477885E-02,-2.490718151E-03,-2.152288071E-04
      1268, 3.833441809E-02,-2.490777988E-03,-2.145336766E-04
      1269, 2.130047232E-02,-9.735252825E-04,-2.096597600E-04
      1270, 4.390398413E-02, 2.491936320E-03,-2.006334544E-04
      1271, 2.161502652E-02,-9.790039621E-04,-1.987287978E-04
      1272, 2.258680575E-02,-1.035558525E-03,-1.937134948E-04
      1273, 2.193322964E-02,-9.914851980E-04,-1.903269294E-04
      1274, 8.722528815E-03, 2.492775442E-03,-1.899230992E-04
      1275, 2.226188220E-02,-1.010500710E-03,-1.892914734E-04
      1276, 3.427876905E-02, 2.492818283E-03,-1.893593580E-04
      1277, 6.074823439E-03, 2.492864849E-03,-1.887443941E-04
      1278, 3.692674264E-02, 2.492930973E-03,-1.878713956E-04
      1279, 2.292282321E-02,-1.070710248E-03,-1.872014254E-04
      1280, 9.999164380E-03, 2.493186621E-03,-1.844455401E-04
      1281, 3.300186247E-02, 2.493205946E-03,-1.841848716E-04
      1282, 4.921373446E-03,-2.493757522E-03,-1.765605557E-04
      1283, 1.400000043E-02, 2.494075103E-03,-1.720156433E-04
      1284, 2.899999917E-02, 2.494068351E-03,-1.721123263E-04
      1285, 3.034326248E-02, 2.494218061E-03,-1.699304412E-04
      1286, 1.265705936E-02, 2.494227141E-03,-1.697956759E-04
      1287, 3.170788288E-02, 2.494326793E-03,-1.683280425E-04
      1288, 1.129239425E-02, 2.494336339E-03,-1.681848807E-04
      1289, 2.321039792E-03,-2.494515385E-03,-1.655083906E-04
      1290,-1.331143454E-02,-2.495930763E-03,-1.425828814E-04
      1291, 5.631102994E-02,-2.495945664E-03,-1.423217764E-04
      1292, 5.026988313E-02, 2.495988971E-03,-1.415589504E-04
      1293, 3.164265305E-02,-2.496130764E-03,-1.390346879E-04
      1294, 1.135757193E-02,-2.496156143E-03,-1.385783398E-04
      1295, 1.557590440E-02,-2.016377170E-03,-1.334947010E-04
      1296, 3.917858005E-02,-2.496529836E-03,-1.316789712E-04
      1297, 4.967650771E-02,-2.496632282E-03,-1.297211129E-04
      1298, 2.184432960E-04, 2.496731933E-03,-1.277887204E-04
      1299, 5.101890489E-02,-2.497508889E-03,-1.115770428E-04
      1300, 2.641886473E-02, 1.767140580E-03,-1.070505750E-04
      1301, 4.129892960E-02,-2.497747773E-03,-1.060963623E-04
      1302,-1.413473021E-02, 2.497750567E-03,-1.060279246E-04
      1303, 3.633619100E-02,-2.497787122E-03,-1.051663421E-04
      1304, 1.663662121E-02,-1.717870939E-03,-1.046967809E-04
      1305, 4.472201690E-02,-2.497842303E-03,-1.038430928E-04
      1306, 4.832562804E-02,-2.497902373E-03,-1.023896693E-04
      1307, 1.613957435E-02,-1.855369424E-03,-1.000840130E-04
      1308, 2.591832727E-02, 1.640500501E-03,-9.655348549E-05
      1309, 5.234963447E-02,-2.498164540E-03,-9.578247409E-05
      1310,-1.469398662E-02,-2.498192247E-03,-9.505667549E-05
      1311, 5.769334361E-02,-2.498191083E-03,-9.508580843E-05
      1312,-9.350262582E-03,-2.498232527E-03,-9.399124974E-05
      1313, 4.730136134E-03, 2.498334507E-03,-9.123942436E-05
      1314, 3.827158362E-02, 2.498398069E-03,-8.947944298E-05
      1315, 1.710871980E-02,-1.595634851E-03,-8.515266381E-05
      1316, 4.679802433E-02, 2.498650225E-03,-8.214222908E-05
      1317, 1.799455844E-02,-1.387105323E-03,-8.097315731E-05
      1318,-1.481952984E-02, 2.498697955E-03,-8.067892486E-05
      1319, 5.294409394E-02, 2.498740098E-03,-7.936202019E-05
      1320,-9.945100173E-03, 2.498799469E-03,-7.746880146E-05
      1321, 1.501284773E-03, 2.498879097E-03,-7.485736569E-05
      1322, 2.546697669E-02, 1.533568138E-03,-7.340981392E-05
      1323, 1.756815985E-02,-1.483970089E-03,-7.290934445E-05
      1324,-5.869348068E-03, 2.499142429E-03,-6.547337398E-05
      1325, 5.496437103E-02,-2.499149181E-03,-6.522026524E-05
      1326,-1.196478494E-02,-2.499159658E-03,-6.481942546E-05
      1327, 5.430301651E-02, 2.499306109E-03,-5.889934619E-05
      1328,-1.130426675E-02, 2.499340335E-03,-5.742546637E-05
      1329, 9.244960384E-04, 2.499374095E-03,-5.593747846E-05
      1330, 1.840274222E-02,-1.304013305E-03,-5.456767030E-05
      1331, 4.085694440E-03,-2.499445574E-03,-5.265348227E-05
      1332, 5.563761294E-02, 2.499513561E-03,-4.931470539E-05
      1333,-3.496320220E-03, 2.499522176E-03,-4.887488103E-05
      1334,-1.600000076E-02,-2.499526832E-03,-4.864145012E-05
      1335, 5.900000036E-02,-2.499526832E-03,-4.864138828E-05
      1336,-1.263848692E-02, 2.499541733E-03,-4.786158388E-05
      1337, 2.578321658E-02,-1.609667786E-03,-4.545943375E-05
      1338,-7.231383584E-03, 2.499619732E-03,-4.360770254E-05
      1339, 4.683896899E-02,-2.499720082E-03,-3.741729233E-05
      1340, 2.501689456E-02, 1.434286707E-03,-3.591253699E-05
      1341, 5.367308483E-02,-2.499776427E-03,-3.343469871E-05
      1342, 4.008422047E-02,-2.499789232E-03,-3.246114647E-05
      1343,-1.067374088E-02,-2.499793423E-03,-3.213785385E-05
      1344, 3.952604160E-02, 2.499795053E-03,-3.201440268E-05
      1345, 2.619602717E-02,-1.712684520E-03,-3.042695425E-05
      1346, 1.878541894E-02,-1.233478892E-03,-2.839127046E-05
      1347, 5.158825219E-02, 2.499881666E-03,-2.432069050E-05
      1348,-8.588852361E-03, 2.499884926E-03,-2.397787648E-05
      1349, 2.459875308E-02, 1.348256017E-03,-2.344201857E-05
      1350,-7.869287394E-03,-2.499944298E-03,-1.668063851E-05
      1351, 5.699180812E-02, 2.499946859E-03,-1.630086263E-05
      1352, 6.928808987E-03,-2.499970375E-03,-1.214959411E-05
      1353, 1.914773136E-02,-1.173684373E-03,-7.676519090E-06
      1354, 1.096565975E-03,-2.499987371E-03, 7.951201951E-06
      1355, 3.370539052E-03, 2.499986440E-03, 8.203251127E-06
      1356, 1.950340904E-02,-1.122239744E-03, 1.192457148E-05
      1357,-4.989017732E-03,-2.499961760E-03, 1.384292500E-05
      1358,-1.600000076E-02, 2.499946859E-03, 1.628746759E-05
      1359, 5.900000036E-02, 2.499946859E-03, 1.628742939E-05
      1360,-2.095824573E-03, 2.499878407E-03, 2.465490434E-05
      1361, 1.716517098E-02, 1.583450940E-03, 2.770407082E-05
      1362, 1.984437183E-02,-1.080090646E-03, 3.183150329E-05
      1363, 4.068101570E-02, 2.499789232E-03, 3.246075721E-05
      1364, 2.382927015E-02, 1.209701644E-03, 3.640077921E-05
      1365, 2.017386444E-02,-1.046942663E-03, 3.871129957E-05
      1366, 4.465749860E-02, 2.499688882E-03, 3.943758929E-05
      1367, 2.115841582E-02, 9.960755706E-04, 4.109075962E-05
      1368, 2.084304392E-02, 1.004165504E-03, 4.155656279E-05
      1369, 2.420300990E-02, 1.273123315E-03, 4.300490400E-05
      1370, 2.019997127E-02, 1.044423436E-03, 4.461902790E-05
      1371, 2.049737610E-02,-1.021815347E-03, 4.627398084E-05
      1372, 2.147245966E-02, 9.955550777E-04, 4.620736945E-05
      1373,-3.515999997E-03,-2.499554306E-03, 4.720553625E-05
      1374, 1.986886002E-02, 1.076821354E-03, 4.725506369E-05
      1375, 2.081201971E-02,-1.005116268E-03, 4.773156616E-05
      1376, 2.667324804E-02,-1.836841810E-03, 4.856888336E-05
      1377, 2.178931609E-02, 1.002574107E-03, 5.114761734E-05
      1378, 1.953091472E-02, 1.117477543E-03, 5.133323430E-05
      1379, 1.574882865E-02, 1.969456440E-03, 5.247235094E-05
      1380, 2.052361704E-02, 1.019825460E-03, 5.275986769E-05
      1381, 2.113374695E-02,-9.956995491E-04, 5.596303890E-05
      1382, 2.211056836E-02, 1.017028233E-03, 5.723649519E-05
      1383, 1.844177209E-02, 1.296200906E-03, 5.860755846E-05
      1384, 1.882337406E-02, 1.225679414E-03, 6.026108167E-05
      1385, 2.348333970E-02, 1.156076556E-03, 6.292256148E-05
      1386, 2.144772373E-02,-9.943288751E-04, 6.383171421E-05
      1387, 2.848931402E-02,-2.349351300E-03, 6.455823313E-05
      1388, 1.918726787E-02, 1.165827853E-03, 6.456185656E-05
      1389, 3.187701805E-03,-2.499144990E-03, 6.537579611E-05
      1390, 2.243976854E-02, 1.039093011E-03, 6.536854198E-05
      1391, 1.761810668E-02, 1.472492237E-03, 6.828233745E-05
      1392, 4.267494753E-02, 2.499040915E-03, 6.924543413E-05
      1393, 1.617429219E-02, 1.846907311E-03, 7.125089178E-05
      1394, 2.277256362E-02, 1.068591489E-03, 7.372690743E-05
      1395, 4.264990613E-02,-2.498758724E-03, 7.877402822E-05
      1396, 2.176304348E-02,-9.998541791E-04, 7.932873268E-05
      1397,-2.260114998E-04,-2.498691203E-03, 8.088317554E-05
      1398, 2.241128869E-02,-1.035585068E-03, 8.309490659E-05
      1399, 2.208265476E-02,-1.013621804E-03, 8.365018584E-05
      1400, 2.311523259E-02, 1.106048934E-03, 8.364694804E-05
      1401, 1.804587245E-02, 1.375887776E-03, 8.364225505E-05
      1402,-7.165926974E-03,-2.498524031E-03, 8.589592471E-05
      1403, 4.078090191E-02,-2.498506336E-03, 8.640818851E-05
      1404, 2.723444626E-02,-1.988612348E-03, 8.837730275E-05
      1405, 1.668785885E-02, 1.705003437E-03, 8.930148761E-05
      1406, 2.784010023E-02,-2.159971977E-03, 9.201673674E-05
      1407, 4.602221027E-02,-2.498172224E-03, 9.558002057E-05
      1408, 2.274238318E-02,-1.063526142E-03, 9.898621647E-05
      1409, 3.489276022E-02,-2.497768262E-03, 1.056130423E-04
      1410, 8.105917834E-03,-2.497680951E-03, 1.076568369E-04
      1411, 8.054467849E-03, 2.497441368E-03, 1.130763048E-04
      1412, 3.494697437E-02, 2.497391310E-03, 1.141798202E-04
      1413, 2.308383957E-02,-1.099411049E-03, 1.151582401E-04
      1414, 2.377338894E-02,-1.194352983E-03, 1.294314570E-04
      1415, 4.756057262E-02, 2.496635076E-03, 1.296654664E-04
      1416, 3.356270492E-02,-2.496519359E-03, 1.318732102E-04
      1417, 2.343646064E-02,-1.143610920E-03, 1.317563001E-04
      1418, 9.436310269E-03,-2.496429021E-03, 1.335751731E-04
      1419, 1.333581656E-02,-2.495928667E-03, 1.426179515E-04
      1420, 2.966450900E-02,-2.495925874E-03, 1.426677627E-04
      1421, 3.708059341E-02,-2.495925874E-03, 1.426689269E-04
      1422, 2.414692566E-02,-1.255784300E-03, 1.427075913E-04
      1423, 4.873892292E-02, 2.495907247E-03, 1.429911645E-04
      1424, 6.237038877E-03,-2.495217137E-03, 1.545703708E-04
      1425, 6.725088228E-03, 2.495165681E-03, 1.553980983E-04
      1426, 3.627638146E-02, 2.495083027E-03, 1.567170548E-04
      1427,-1.452935976E-03,-2.494932152E-03, 1.591036853E-04
      1428, 2.452680282E-02,-1.324745128E-03, 1.599498646E-04
      1429,-4.250207450E-03, 2.494746586E-03, 1.619863760E-04
      1430, 2.542342804E-02,-1.514603850E-03, 1.800314058E-04
      1431, 4.951726273E-02, 2.493399195E-03, 1.815491851E-04
      1432, 2.493676357E-02,-1.405679621E-03, 1.837870514E-04
      1433, 9.341763332E-03, 2.492752625E-03, 1.902233635E-04
      1434, 3.365914151E-02, 2.492731437E-03, 1.904986275E-04
      1435, 1.197482273E-02, 2.492273459E-03, 1.964006224E-04
      1436, 3.102547117E-02, 2.492263913E-03, 1.965202973E-04
      1437, 1.333597582E-02, 2.491947729E-03, 2.004903217E-04
      1438, 2.966433018E-02, 2.491943073E-03, 2.005498682E-04
      1439, 2.031290205E-03, 2.491916763E-03, 2.008758456E-04
      1440, 3.230266646E-02,-2.491289517E-03, 2.085089800E-04
      1441, 1.069803536E-02,-2.491253661E-03, 2.089383488E-04
      1442, 4.400478676E-02,-2.490682760E-03, 2.156374831E-04
      1443,-1.398064476E-02,-2.490068553E-03, 2.226187062E-04
      1444, 5.698024482E-02,-2.490016632E-03, 2.231973049E-04
      1445, 3.095515445E-02,-2.489667619E-03, 2.270582918E-04
      1446, 1.204518508E-02,-2.489644103E-03, 2.273151622E-04
      1447, 4.547125846E-02, 2.489237115E-03, 2.317292674E-04
      1448, 5.408989731E-03, 2.489054343E-03, 2.336838079E-04
      1449, 3.759260848E-02, 2.488918835E-03, 2.351244329E-04
      1450, 3.237854317E-02, 2.488848986E-03, 2.358622296E-04
      1451, 1.459367014E-02,-2.304944210E-03, 2.362768864E-04
      1452, 1.062183362E-02, 2.488820581E-03, 2.361612860E-04
      1453,-6.163439713E-03,-2.487017307E-03, 2.544508898E-04
      1454,-8.869711310E-04, 2.486688318E-03, 2.576462575E-04
      1455,-1.535437163E-02, 2.486543497E-03, 2.590403310E-04
      1456, 5.764552206E-02, 2.485823818E-03, 2.658574376E-04
      1457, 2.814885974E-02, 2.234300133E-03, 2.740951895E-04
      1458,-2.861188492E-03,-2.484835219E-03, 2.749428386E-04
      1459, 5.170024186E-02,-2.484469675E-03, 2.782266529E-04
      1460,-4.162219819E-03,-2.484220546E-03, 2.804423566E-04
      1461,-8.656228893E-03,-2.483674791E-03, 2.852362231E-04
      1462, 5.566203967E-02,-2.483027289E-03, 2.908180759E-04
      1463,-1.266259886E-02,-2.482986543E-03, 2.911655174E-04
      1464, 1.465889718E-02, 2.277382882E-03, 2.997384290E-04
      1465, 5.433886871E-02,-2.481556963E-03, 3.031080414E-04
      1466,-1.133969147E-02,-2.481497591E-03, 3.035952686E-04
      1467, 4.192852974E-02, 2.481218660E-03, 3.058668226E-04
      1468, 2.032775432E-02,-9.882076411E-04, 3.073890402E-04
      1469, 2.064813673E-02,-9.650410502E-04, 3.111346741E-04
      1470, 4.899134859E-02,-2.480509225E-03, 3.115661966E-04
      1471, 5.499056727E-02, 2.480194205E-03, 3.140641784E-04
      1472,-1.199218165E-02, 2.480064519E-03, 3.150864213E-04
      1473, 2.000244148E-02,-1.016027643E-03, 3.153389553E-04
      1474, 2.730996162E-02, 1.986768795E-03, 3.153159341E-04
      1475, 5.362113193E-02, 2.479753690E-03, 3.175236052E-04
      1476,-1.062254142E-02, 2.479543444E-03, 3.191611904E-04
      1477, 1.966807432E-02,-1.053572516E-03, 3.203322412E-04
      1478, 1.932518743E-02,-1.101404545E-03, 3.205026442E-04
      1479, 2.096870914E-02,-9.481731686E-04, 3.204037785E-04
      1480, 2.128359862E-02,-9.417011752E-04, 3.240348597E-04
      1481, 5.036878958E-02,-2.478834242E-03, 3.246237757E-04
      1482, 2.589145117E-02,-1.604103134E-03, 3.251411254E-04
      1483, 2.101961151E-02, 9.444781463E-04, 3.270811576E-04
      1484, 2.133776806E-02, 9.404759039E-04, 3.273651528E-04
      1485, 2.165276930E-02, 9.446908371E-04, 3.274865448E-04
      1486, 2.197729796E-02, 9.569569374E-04, 3.280706296E-04
      1487, 1.896166056E-02,-1.157357707E-03, 3.305341525E-04
      1488, 2.230134606E-02, 9.760609246E-04, 3.314249916E-04
      1489,-6.545908749E-03, 2.477617469E-03, 3.337847302E-04
      1490, 1.771943527E-03,-2.477515722E-03, 3.345377336E-04
      1491, 2.159824781E-02,-9.406869067E-04, 3.351741179E-04
      1492, 2.070807666E-02, 9.533026605E-04, 3.363435389E-04
      1493, 2.265815809E-02, 1.005218481E-03, 3.364431323E-04
      1494,-1.532167476E-02,-2.476467285E-03, 3.422127920E-04
      1495, 5.832167342E-02,-2.476467285E-03, 3.422126465E-04
      1496, 1.518436894E-02,-2.109717345E-03, 3.427106712E-04
      1497, 1.858643629E-02,-1.222772524E-03, 3.428730415E-04
      1498, 5.228175595E-02, 2.476262860E-03, 3.436894622E-04
      1499, 2.299380489E-02, 1.039335388E-03, 3.443802416E-04
      1500, 2.038952336E-02, 9.709502920E-04, 3.445705806E-04
      1501,-9.281962179E-03, 2.476078225E-03, 3.450160439E-04
      1502, 2.444654703E-02, 1.272601192E-03, 3.464550246E-04
      1503, 2.484264039E-02, 1.354137552E-03, 3.470301453E-04
      1504, 5.303828791E-02,-2.475686371E-03, 3.478172002E-04
      1505, 2.191547118E-02,-9.467384662E-04, 3.483821056E-04
      1506, 2.622189000E-02, 1.683882438E-03, 3.484187182E-04
      1507, 5.090955645E-02, 2.475573914E-03, 3.486177884E-04
      1508, 4.536341503E-02,-2.475419082E-03, 3.497141297E-04
      1509, 4.009718448E-02, 2.475410700E-03, 3.497745201E-04
      1510,-1.003969647E-02,-2.475376008E-03, 3.500189050E-04
      1511, 4.056658130E-03, 2.475379966E-03, 3.499919549E-04
      1512, 2.006115951E-02, 9.982883930E-04, 3.505990026E-04
      1513,-7.910357788E-03, 2.475275425E-03, 3.507293877E-04
      1514, 3.894457594E-02, 2.475260757E-03, 3.508336085E-04
      1515, 5.630016327E-02, 2.475256799E-03, 3.508611408E-04
      1516, 2.573400736E-02, 1.559362165E-03, 3.512065450E-04
      1517, 5.099070258E-04,-2.474994166E-03, 3.527087683E-04
      1518,-1.330092642E-02, 2.474989509E-03, 3.527418594E-04
      1519, 2.674134634E-02, 1.821838086E-03, 3.529265814E-04
      1520, 1.819039136E-02,-1.300703967E-03, 3.539654717E-04
      1521, 2.527380176E-02, 1.448267256E-03, 3.553595161E-04
      1522, 2.334068343E-02, 1.079701702E-03, 3.597179020E-04
      1523, 2.224240080E-02,-9.611619753E-04, 3.611559805E-04
      1524, 1.972713508E-02, 1.031744410E-03, 3.639402566E-04
      1525, 5.491726566E-03,-2.473345492E-03, 3.640908690E-04
      1526, 2.406634204E-02, 1.195229823E-03, 3.652421583E-04
      1527, 1.777169481E-02,-1.390878111E-03, 3.682567622E-04
      1528, 2.369754016E-02, 1.130168443E-03, 3.710545716E-04
      1529, 4.763544351E-02,-2.471779706E-03, 3.745738941E-04
      1530, 1.535933744E-02, 2.050865442E-03, 3.755808284E-04
      1531,-5.121886265E-03, 2.471510787E-03, 3.763434361E-04
      1532, 1.862260886E-02, 1.204872853E-03, 3.794420045E-04
      1533,-2.851078985E-03, 2.471031854E-03, 3.794759396E-04
      1534, 2.256834880E-02,-9.802891873E-04, 3.814547381E-04
      1535, 1.731905714E-02,-1.496115350E-03, 3.877746931E-04
      1536, 7.469163742E-03,-2.468829509E-03, 3.935486602E-04
      1537, 1.938487589E-02, 1.068051090E-03, 3.944649070E-04
      1538, 1.684308611E-02,-1.618876471E-03, 3.946596989E-04
      1539, 4.401999339E-02, 2.468559891E-03, 3.952369152E-04
      1540, 1.823306084E-02, 1.279212767E-03, 3.963796189E-04
      1541, 4.818350822E-02, 2.467685146E-03, 4.006620438E-04
      1542, 3.781173006E-02,-2.467358951E-03, 4.026664537E-04
      1543, 3.557401896E-02,-2.467283746E-03, 4.031269928E-04
      1544, 2.290035412E-02,-1.006563893E-03, 4.036903556E-04
      1545, 4.187283665E-02,-2.467091195E-03, 4.043031367E-04
      1546, 2.639714815E-02,-1.715879655E-03, 4.123295657E-04
      1547, 1.632926054E-02,-1.756434212E-03, 4.157993244E-04
      1548, 1.898553595E-02, 1.122888294E-03, 4.223192227E-04
      1549, 1.692464948E-02, 1.589491032E-03, 4.238557885E-04
      1550, 2.324170806E-02,-1.040598378E-03, 4.275965621E-04
      1551, 1.737876609E-02, 1.468615956E-03, 4.325673217E-04
      1552, 1.577349007E-02,-1.913818298E-03, 4.365767818E-04
      1553, 1.782480441E-02, 1.357942354E-03, 4.380375321E-04
      1554,-2.387072745E-04, 2.459875308E-03, 4.461093631E-04
      1555, 4.622401297E-02, 2.458828967E-03, 4.518404021E-04
      1556, 2.359431051E-02,-1.083306619E-03, 4.522530362E-04
      1557,-1.468625478E-02, 2.454519970E-03, 4.746915947E-04
      1558, 4.329332337E-02, 2.453040099E-03, 4.822803894E-04
      1559,-5.507684313E-03,-2.452207496E-03, 4.864965449E-04
      1560, 1.643008739E-02, 1.708812662E-03, 4.880851193E-04
      1561, 2.692349628E-02,-1.839107601E-03, 4.965289263E-04
      1562, 2.396834455E-02,-1.126052462E-03, 5.025414866E-04
      1563,-1.471418538E-03, 2.448036103E-03, 5.070688785E-04
      1564, 1.265395433E-02,-2.447776031E-03, 5.083236028E-04
      1565, 3.034633584E-02,-2.447716892E-03, 5.086083547E-04
      1566, 1.400000043E-02,-2.447038656E-03, 5.118613481E-04
      1567, 2.899999917E-02,-2.446995117E-03, 5.120696733E-04
      1568,-8.253183332E-04,-2.446752973E-03, 5.132249207E-04
      1569, 5.833010375E-02, 2.445979510E-03, 5.168981734E-04
      1570,-6.680586841E-03,-2.445723861E-03, 5.181074375E-04
      1571, 7.382852491E-03, 2.445748309E-03, 5.179912550E-04
      1572, 1.593154855E-02, 1.845570863E-03, 5.195732228E-04
      1573, 3.561831266E-02, 2.445430262E-03, 5.194913829E-04
      1574, 6.104049738E-03, 2.445080783E-03, 5.211328389E-04
      1575, 3.689755127E-02, 2.444786252E-03, 5.225136993E-04
      1576, 3.293699399E-02,-2.444302430E-03, 5.247723893E-04
      1577, 3.953784332E-02,-2.444013022E-03, 5.261183833E-04
      1578, 1.006257348E-02,-2.443781355E-03, 5.271930713E-04
      1579, 2.671457827E-03, 2.443518955E-03, 5.284076324E-04
      1580, 4.328867421E-02,-2.442786936E-03, 5.317814066E-04
      1581, 2.435185388E-02,-1.183877350E-03, 5.396374618E-04
      1582, 3.425171599E-02,-2.441002522E-03, 5.399131333E-04
      1583, 8.747384883E-03,-2.440675395E-03, 5.413901526E-04
      1584,-2.122966805E-03,-2.440088429E-03, 5.440293462E-04
      1585, 4.122554511E-02, 2.439999953E-03, 5.444260314E-04
      1586, 3.797865240E-03,-2.439928707E-03, 5.447454751E-04
      1587, 4.641721025E-02,-2.438525902E-03, 5.509909824E-04
      1588, 1.427045790E-03, 2.438231371E-03, 5.522932042E-04
      1589, 2.048073709E-02,-8.583615418E-04, 5.582916783E-04
      1590, 2.079602703E-02,-8.375424659E-04, 5.589177599E-04
      1591, 2.016029693E-02,-8.870434249E-04, 5.597036215E-04
      1592, 2.111819386E-02,-8.233334520E-04, 5.631683744E-04
      1593, 1.265351661E-02, 2.435358008E-03, 5.648281658E-04
      1594, 3.034675680E-02, 2.435294213E-03, 5.651036627E-04
      1595, 2.143169753E-02,-8.179950528E-04, 5.686595105E-04
      1596, 1.400000043E-02, 2.434493043E-03, 5.685448996E-04
      1597, 2.899999917E-02, 2.434443915E-03, 5.687556695E-04
      1598, 2.522911876E-03,-2.434358001E-03, 5.691235419E-04
      1599, 2.747236751E-02,-1.976935891E-03, 5.691944971E-04
      1600, 2.474921010E-02,-1.254867879E-03, 5.709729157E-04
      1601, 2.217138745E-02, 8.446170250E-04, 5.758510670E-04
      1602, 1.983341016E-02,-9.142052149E-04, 5.783437518E-04
      1603, 8.679113351E-03, 2.432193141E-03, 5.783051020E-04
      1604, 3.432190791E-02, 2.432050649E-03, 5.789038260E-04
      1605, 2.184520848E-02, 8.224213962E-04, 5.792207085E-04
      1606, 2.174549736E-02,-8.155809483E-04, 5.828415742E-04
      1607, 2.249332704E-02, 8.669595118E-04, 5.843234831E-04
      1608, 2.153127268E-02, 8.076686645E-04, 5.852320464E-04
      1609, 1.949579455E-02,-9.585042717E-04, 5.857649376E-04
      1610, 9.997802787E-03, 2.430401277E-03, 5.857896176E-04
      1611, 3.300299868E-02, 2.430351218E-03, 5.859978264E-04
      1612, 2.810671926E-02,-2.159829717E-03, 5.894978531E-04
      1613, 2.121926844E-02, 7.995197084E-04, 5.944065051E-04
      1614, 2.206928656E-02,-8.236131398E-04, 5.954815424E-04
      1615, 2.282349207E-02, 8.951027994E-04, 5.977415713E-04
      1616, 1.131157763E-02, 2.426637337E-03, 6.011919468E-04
      1617, 3.168889508E-02, 2.426662482E-03, 6.010898505E-04
      1618, 4.700303450E-02, 2.426070161E-03, 6.034761900E-04
      1619, 2.090725489E-02, 8.006245480E-04, 6.037160638E-04
      1620, 3.163149580E-02,-2.424419625E-03, 6.100735627E-04
      1621, 1.136905607E-02,-2.424273407E-03, 6.106538931E-04
      1622, 1.913610101E-02,-1.004162012E-03, 6.111516850E-04
      1623, 2.059101313E-02, 8.105728193E-04, 6.144291256E-04
      1624, 2.239227109E-02,-8.346796385E-04, 6.161297788E-04
      1625, 2.316285670E-02, 9.271387244E-04, 6.194844027E-04
      1626, 4.626073409E-03,-2.421201905E-03, 6.227210979E-04
      1627,-1.331913657E-02,-2.421159763E-03, 6.228849525E-04
      1628, 5.631854385E-02,-2.421093639E-03, 6.231416482E-04
      1629, 4.967588186E-02,-2.420657547E-03, 6.248336285E-04
      1630, 3.865906969E-02,-2.419892466E-03, 6.277905777E-04
      1631, 2.517426759E-02,-1.324496814E-03, 6.354442448E-04
      1632, 1.876759157E-02,-1.060588984E-03, 6.365588633E-04
      1633, 2.027291805E-02, 8.209407097E-04, 6.372704520E-04
      1634, 1.992302202E-02, 8.617384592E-04, 6.376887904E-04
      1635, 2.351464704E-02, 9.712715982E-04, 6.383607979E-04
      1636, 2.271881141E-02,-8.532669744E-04, 6.386635359E-04
      1637, 5.235090852E-02,-2.416297561E-03, 6.414874806E-04
      1638,-9.352625348E-03,-2.415844006E-03, 6.431931979E-04
      1639, 4.113371298E-02,-2.415301744E-03, 6.452270900E-04
      1640, 2.388652228E-02, 1.033561537E-03, 6.473199464E-04
      1641, 6.838171277E-03,-2.414351096E-03, 6.487747305E-04
      1642, 5.107745901E-02,-2.413999289E-03, 6.500830059E-04
      1643,-3.597213887E-03, 2.413822804E-03, 6.507374928E-04
      1644, 1.874453388E-02, 1.052720705E-03, 6.572610000E-04
      1645, 3.634091467E-02,-2.411071444E-03, 6.608592230E-04
      1646, 5.367621407E-02,-2.410997171E-03, 6.611298886E-04
      1647,-1.067734696E-02,-2.410813468E-03, 6.617993349E-04
      1648, 1.838199049E-02,-1.127910917E-03, 6.647810224E-04
      1649, 4.464757442E-02,-2.409813460E-03, 6.654316676E-04
      1650, 1.958798058E-02, 8.898573578E-04, 6.655939505E-04
      1651,-1.461916324E-02,-2.409580862E-03, 6.662733504E-04
      1652, 5.761909485E-02,-2.409541747E-03, 6.664150860E-04
      1653, 2.305555902E-02,-8.774307789E-04, 6.668368587E-04
      1654, 4.062995315E-02, 2.407527063E-03, 6.736565847E-04
      1655, 4.040522501E-02,-2.406815533E-03, 6.761945551E-04
      1656, 4.505709186E-02, 2.406202722E-03, 6.783722783E-04
      1657, 5.498598143E-02,-2.405736130E-03, 6.800249103E-04
      1658, 2.426699735E-02, 1.090772217E-03, 6.800927222E-04
      1659,-1.198678650E-02,-2.405534033E-03, 6.807389436E-04
      1660, 4.768746439E-03, 2.404834377E-03, 6.832070067E-04
      1661, 5.293145403E-02, 2.404733561E-03, 6.835620152E-04
      1662, 3.823285177E-02, 2.404432511E-03, 6.846202305E-04
      1663,-9.932940826E-03, 2.404313302E-03, 6.850383361E-04
      1664, 2.563498355E-02,-1.417570747E-03, 6.857922999E-04
      1665, 1.840646192E-02, 1.107873628E-03, 6.885771872E-04
